# v2.8 | 20260227 | MR_SCHEDULES – All 1257 rows, all 16 cols fully populated
Record_Type,Source_File,Discipline,Schedule_Name,Category,Schedule_Type,Multi_Categories,Fields,Filters,Sorting,Grouping,Totals,Formulas,Header_Color,Text_Color,Background_Color
VIEW_TEMPLATE,PRES_ISO_Coral_Vibrant,Architectural,PRES_ISO_Coral_Vibrant,View: 3D,View Template,N/A,"Type=3D, Disc=Architectural, Scale=1:100, Detail=Fine, Style=ConsistentColors, Shadows=No, Ambient=No, Silhouettes=Yes, VG=Coral Override, PhaseFilter=Show Complete, Grids=Yes, Levels=Yes, ViewRange=N/A, Underlay=None, BG=RGB(255,220,210), Workset=ARCH-GEN",None,Discipline: Ascending; View_Type: Ascending; Template_Name: Ascending,Discipline,Count: Yes,"VG_Scheme=Coral Override, Visual_Style=ConsistentColors, Detail_Level=Fine, Scale=1:100",#1A4B6E,#FFFFFF,#FFFFFF
VIEW_TEMPLATE,PRES_ISO_Teal_Mint,Architectural,PRES_ISO_Teal_Mint,View: 3D,View Template,N/A,"Type=3D, Disc=Architectural, Scale=1:100, Detail=Fine, Style=ConsistentColors, Shadows=No, Ambient=No, Silhouettes=Yes, VG=Teal Override, PhaseFilter=Show Complete, Grids=Yes, Levels=Yes, ViewRange=N/A, Underlay=None, BG=RGB(200,250,245), Workset=ARCH-GEN",None,Discipline: Ascending; View_Type: Ascending; Template_Name: Ascending,Discipline,Count: Yes,"VG_Scheme=Teal Override, Visual_Style=ConsistentColors, Detail_Level=Fine, Scale=1:100",#1A4B6E,#FFFFFF,#FFFFFF
VIEW_TEMPLATE,PRES_Section_3D_Realistic,Architectural,PRES_Section_3D_Realistic,View: 3D,View Template,N/A,"Type=3D, Disc=Architectural, Scale=1:50, Detail=Fine, Style=Realistic, Shadows=Yes, Ambient=Yes, Silhouettes=Yes, VG=Section Perspective, PhaseFilter=Show Complete, Grids=Yes, Levels=Yes, ViewRange=N/A, Underlay=None, BG=RGB(255,255,255), Workset=ARCH-GEN",None,Discipline: Ascending; View_Type: Ascending; Template_Name: Ascending,Discipline,Count: Yes,"VG_Scheme=Section Perspective, Visual_Style=Realistic, Detail_Level=Fine, Scale=1:50",#1A4B6E,#FFFFFF,#FFFFFF
VIEW_TEMPLATE,PRES_Section_3D_Diagram,Architectural,PRES_Section_3D_Diagram,View: 3D,View Template,N/A,"Type=3D, Disc=Architectural, Scale=1:50, Detail=Fine, Style=Shading, Shadows=Yes, Ambient=Yes, Silhouettes=Yes, VG=Section Diagram, PhaseFilter=Show Complete, Grids=Yes, Levels=Yes, ViewRange=N/A, Underlay=None, BG=RGB(250,250,250), Workset=ARCH-GEN",None,Discipline: Ascending; View_Type: Ascending; Template_Name: Ascending,Discipline,Count: Yes,"VG_Scheme=Section Diagram, Visual_Style=Shading, Detail_Level=Fine, Scale=1:50",#1A4B6E,#FFFFFF,#FFFFFF
VIEW_TEMPLATE,PRES_Section_3D_Colored,Architectural,PRES_Section_3D_Colored,View: 3D,View Template,N/A,"Type=3D, Disc=Architectural, Scale=1:50, Detail=Fine, Style=ConsistentColors, Shadows=No, Ambient=No, Silhouettes=Yes, VG=Section Color Coded, PhaseFilter=Show Complete, Grids=Yes, Levels=Yes, ViewRange=N/A, Underlay=None, BG=RGB(240,255,248), Workset=ARCH-GEN",None,Discipline: Ascending; View_Type: Ascending; Template_Name: Ascending,Discipline,Count: Yes,"VG_Scheme=Section Color Coded, Visual_Style=ConsistentColors, Detail_Level=Fine, Scale=1:50",#1A4B6E,#FFFFFF,#FFFFFF
VIEW_TEMPLATE,PRES_Elevation_Shaded,Architectural,PRES_Elevation_Shaded,View: Elevation,View Template,N/A,"Type=Elevation, Disc=Architectural, Scale=1:100, Detail=Medium, Style=Shading, Shadows=Yes, Ambient=Yes, Silhouettes=Yes, VG=Elevation Shaded, PhaseFilter=Show Complete, Grids=Yes, Levels=Yes, ViewRange=N/A, Underlay=None, BG=RGB(255,255,255), Workset=ARCH-GEN",None,Discipline: Ascending; View_Type: Ascending; Template_Name: Ascending,Discipline,Count: Yes,"VG_Scheme=Elevation Shaded, Visual_Style=Shading, Detail_Level=Medium, Scale=1:100",#1A4B6E,#FFFFFF,#FFFFFF
VIEW_TEMPLATE,PRES_Elevation_Shadow_Study,Architectural,PRES_Elevation_Shadow_Study,View: Elevation,View Template,N/A,"Type=Elevation, Disc=Architectural, Scale=1:100, Detail=Medium, Style=HiddenLine, Shadows=Yes, Ambient=Yes, Silhouettes=No, VG=Shadow Study, PhaseFilter=Show Complete, Grids=Yes, Levels=Yes, ViewRange=N/A, Underlay=None, BG=RGB(255,255,255), Workset=ARCH-GEN",None,Discipline: Ascending; View_Type: Ascending; Template_Name: Ascending,Discipline,Count: Yes,"VG_Scheme=Shadow Study, Visual_Style=HiddenLine, Detail_Level=Medium, Scale=1:100",#1A4B6E,#FFFFFF,#FFFFFF
VIEW_TEMPLATE,PRES_Elevation_Materials,Architectural,PRES_Elevation_Materials,View: Elevation,View Template,N/A,"Type=Elevation, Disc=Architectural, Scale=1:50, Detail=Fine, Style=Realistic, Shadows=Yes, Ambient=Yes, Silhouettes=Yes, VG=Realistic Materials, PhaseFilter=Show Complete, Grids=Yes, Levels=Yes, ViewRange=N/A, Underlay=None, BG=RGB(250,248,245), Workset=ARCH-GEN",None,Discipline: Ascending; View_Type: Ascending; Template_Name: Ascending,Discipline,Count: Yes,"VG_Scheme=Realistic Materials, Visual_Style=Realistic, Detail_Level=Fine, Scale=1:50",#1A4B6E,#FFFFFF,#FFFFFF
VIEW_TEMPLATE,PRES_Elevation_Monochrome,Architectural,PRES_Elevation_Monochrome,View: Elevation,View Template,N/A,"Type=Elevation, Disc=Architectural, Scale=1:100, Detail=Medium, Style=HiddenLine, Shadows=No, Ambient=No, Silhouettes=Yes, VG=Monochrome, PhaseFilter=Show Complete, Grids=Yes, Levels=Yes, ViewRange=N/A, Underlay=None, BG=RGB(255,255,255), Workset=ARCH-GEN",None,Discipline: Ascending; View_Type: Ascending; Template_Name: Ascending,Discipline,Count: Yes,"VG_Scheme=Monochrome, Visual_Style=HiddenLine, Detail_Level=Medium, Scale=1:100",#1A4B6E,#FFFFFF,#FFFFFF
VIEW_TEMPLATE,PRES_Plan_Rendered,Architectural,PRES_Plan_Rendered,View: FloorPlan,View Template,N/A,"Type=FloorPlan, Disc=Architectural, Scale=1:100, Detail=Medium, Style=Shading, Shadows=Yes, Ambient=No, Silhouettes=No, VG=Rendered Plan, PhaseFilter=Show Complete, Grids=Yes, Levels=Yes, ViewRange=N/A, Underlay=None, BG=RGB(255,255,255), Workset=ARCH-GEN",None,Discipline: Ascending; View_Type: Ascending; Template_Name: Ascending,Discipline,Count: Yes,"VG_Scheme=Rendered Plan, Visual_Style=Shading, Detail_Level=Medium, Scale=1:100",#1A4B6E,#FFFFFF,#FFFFFF
VIEW_TEMPLATE,PRES_Plan_Color_Rooms,Architectural,PRES_Plan_Color_Rooms,View: FloorPlan,View Template,N/A,"Type=FloorPlan, Disc=Architectural, Scale=1:100, Detail=Medium, Style=HiddenLine, Shadows=No, Ambient=No, Silhouettes=No, VG=Room Color Fill, PhaseFilter=Show Complete, Grids=Yes, Levels=Yes, ViewRange=N/A, Underlay=None, BG=RGB(255,255,255), Workset=ARCH-GEN",None,Discipline: Ascending; View_Type: Ascending; Template_Name: Ascending,Discipline,Count: Yes,"VG_Scheme=Room Color Fill, Visual_Style=HiddenLine, Detail_Level=Medium, Scale=1:100",#1A4B6E,#FFFFFF,#FFFFFF
VIEW_TEMPLATE,PRES_Plan_Material_Study,Architectural,PRES_Plan_Material_Study,View: FloorPlan,View Template,N/A,"Type=FloorPlan, Disc=Architectural, Scale=1:50, Detail=Fine, Style=Shading, Shadows=No, Ambient=No, Silhouettes=No, VG=Materials, PhaseFilter=Show Complete, Grids=Yes, Levels=Yes, ViewRange=N/A, Underlay=None, BG=RGB(255,255,255), Workset=ARCH-GEN",None,Discipline: Ascending; View_Type: Ascending; Template_Name: Ascending,Discipline,Count: Yes,"VG_Scheme=Materials, Visual_Style=Shading, Detail_Level=Fine, Scale=1:50",#1A4B6E,#FFFFFF,#FFFFFF
VIEW_TEMPLATE,PRES_Plan_Diagram_BW,Architectural,PRES_Plan_Diagram_BW,View: FloorPlan,View Template,N/A,"Type=FloorPlan, Disc=Architectural, Scale=1:200, Detail=Coarse, Style=HiddenLine, Shadows=No, Ambient=No, Silhouettes=No, VG=Diagram, PhaseFilter=Show Complete, Grids=Yes, Levels=Yes, ViewRange=N/A, Underlay=None, BG=RGB(255,255,255), Workset=ARCH-GEN",None,Discipline: Ascending; View_Type: Ascending; Template_Name: Ascending,Discipline,Count: Yes,"VG_Scheme=Diagram, Visual_Style=HiddenLine, Detail_Level=Coarse, Scale=1:200",#1A4B6E,#FFFFFF,#FFFFFF
VIEW_TEMPLATE,PRES_Plan_Poché,Architectural,PRES_Plan_Poché,View: FloorPlan,View Template,N/A,"Type=FloorPlan, Disc=Architectural, Scale=1:100, Detail=Medium, Style=HiddenLine, Shadows=No, Ambient=No, Silhouettes=No, VG=Poché, PhaseFilter=Show Complete, Grids=Yes, Levels=Yes, ViewRange=N/A, Underlay=None, BG=RGB(255,255,255), Workset=ARCH-GEN",None,Discipline: Ascending; View_Type: Ascending; Template_Name: Ascending,Discipline,Count: Yes,"VG_Scheme=Poché, Visual_Style=HiddenLine, Detail_Level=Medium, Scale=1:100",#1A4B6E,#FFFFFF,#FFFFFF
VIEW_TEMPLATE,PRES_Concept_Sketch,Architectural,PRES_Concept_Sketch,View: 3D,View Template,N/A,"Type=3D, Disc=Architectural, Scale=1:100, Detail=Medium, Style=Shading, Shadows=Yes, Ambient=Yes, Silhouettes=Yes, VG=Sketch Style, PhaseFilter=Show Complete, Grids=Yes, Levels=Yes, ViewRange=N/A, Underlay=None, BG=RGB(250,248,245), Workset=ARCH-GEN",None,Discipline: Ascending; View_Type: Ascending; Template_Name: Ascending,Discipline,Count: Yes,"VG_Scheme=Sketch Style, Visual_Style=Shading, Detail_Level=Medium, Scale=1:100",#1A4B6E,#FFFFFF,#FFFFFF
VIEW_TEMPLATE,PRES_Concept_Watercolor,Architectural,PRES_Concept_Watercolor,View: 3D,View Template,N/A,"Type=3D, Disc=Architectural, Scale=1:100, Detail=Medium, Style=Shading, Shadows=Yes, Ambient=Yes, Silhouettes=No, VG=Watercolor Style, PhaseFilter=Show Complete, Grids=Yes, Levels=Yes, ViewRange=N/A, Underlay=None, BG=RGB(250,252,255), Workset=ARCH-GEN",None,Discipline: Ascending; View_Type: Ascending; Template_Name: Ascending,Discipline,Count: Yes,"VG_Scheme=Watercolor Style, Visual_Style=Shading, Detail_Level=Medium, Scale=1:100",#1A4B6E,#FFFFFF,#FFFFFF
VIEW_TEMPLATE,PRES_Concept_Collage,Architectural,PRES_Concept_Collage,View: 3D,View Template,N/A,"Type=3D, Disc=Architectural, Scale=1:100, Detail=Medium, Style=Shading, Shadows=Yes, Ambient=No, Silhouettes=Yes, VG=Collage Style, PhaseFilter=Show Complete, Grids=Yes, Levels=Yes, ViewRange=N/A, Underlay=None, BG=RGB(245,240,235), Workset=ARCH-GEN",None,Discipline: Ascending; View_Type: Ascending; Template_Name: Ascending,Discipline,Count: Yes,"VG_Scheme=Collage Style, Visual_Style=Shading, Detail_Level=Medium, Scale=1:100",#1A4B6E,#FFFFFF,#FFFFFF
VIEW_TEMPLATE,PRES_Concept_Massing,Architectural,PRES_Concept_Massing,View: 3D,View Template,N/A,"Type=3D, Disc=Architectural, Scale=1:200, Detail=Coarse, Style=Shading, Shadows=Yes, Ambient=Yes, Silhouettes=No, VG=Massing Study, PhaseFilter=Show Complete, Grids=Yes, Levels=Yes, ViewRange=N/A, Underlay=None, BG=RGB(230,245,255), Workset=ARCH-GEN",None,Discipline: Ascending; View_Type: Ascending; Template_Name: Ascending,Discipline,Count: Yes,"VG_Scheme=Massing Study, Visual_Style=Shading, Detail_Level=Coarse, Scale=1:200",#1A4B6E,#FFFFFF,#FFFFFF
VIEW_TEMPLATE,PRES_Site_Aerial,Architectural,PRES_Site_Aerial,View: 3D,View Template,N/A,"Type=3D, Disc=Architectural, Scale=1:500, Detail=Coarse, Style=Realistic, Shadows=Yes, Ambient=Yes, Silhouettes=No, VG=Site Context, PhaseFilter=Show Complete, Grids=Yes, Levels=Yes, ViewRange=N/A, Underlay=None, BG=RGB(200,220,240), Workset=ARCH-GEN",None,Discipline: Ascending; View_Type: Ascending; Template_Name: Ascending,Discipline,Count: Yes,"VG_Scheme=Site Context, Visual_Style=Realistic, Detail_Level=Coarse, Scale=1:500",#1A4B6E,#FFFFFF,#FFFFFF
VIEW_TEMPLATE,PRES_Site_Context,Architectural,PRES_Site_Context,View: 3D,View Template,N/A,"Type=3D, Disc=Architectural, Scale=1:200, Detail=Medium, Style=Shading, Shadows=Yes, Ambient=Yes, Silhouettes=No, VG=Site Context, PhaseFilter=Show Complete, Grids=Yes, Levels=Yes, ViewRange=N/A, Underlay=None, BG=RGB(220,235,250), Workset=ARCH-GEN",None,Discipline: Ascending; View_Type: Ascending; Template_Name: Ascending,Discipline,Count: Yes,"VG_Scheme=Site Context, Visual_Style=Shading, Detail_Level=Medium, Scale=1:200",#1A4B6E,#FFFFFF,#FFFFFF
VIEW_TEMPLATE,PRES_Site_Masterplan,Architectural,PRES_Site_Masterplan,View: FloorPlan,View Template,N/A,"Type=FloorPlan, Disc=Architectural, Scale=1:500, Detail=Coarse, Style=HiddenLine, Shadows=No, Ambient=No, Silhouettes=No, VG=Site Plan, PhaseFilter=Show Complete, Grids=Yes, Levels=Yes, ViewRange=N/A, Underlay=None, BG=RGB(255,255,255), Workset=ARCH-GEN",None,Discipline: Ascending; View_Type: Ascending; Template_Name: Ascending,Discipline,Count: Yes,"VG_Scheme=Site Plan, Visual_Style=HiddenLine, Detail_Level=Coarse, Scale=1:500",#1A4B6E,#FFFFFF,#FFFFFF
VIEW_TEMPLATE,PRES_Exploded_Diagram,Architectural,PRES_Exploded_Diagram,View: 3D,View Template,N/A,"Type=3D, Disc=Architectural, Scale=1:100, Detail=Fine, Style=Shading, Shadows=No, Ambient=No, Silhouettes=Yes, VG=Exploded Diagram, PhaseFilter=Show Complete, Grids=Yes, Levels=Yes, ViewRange=N/A, Underlay=None, BG=RGB(255,255,255), Workset=ARCH-GEN",None,Discipline: Ascending; View_Type: Ascending; Template_Name: Ascending,Discipline,Count: Yes,"VG_Scheme=Exploded Diagram, Visual_Style=Shading, Detail_Level=Fine, Scale=1:100",#1A4B6E,#FFFFFF,#FFFFFF
VIEW_TEMPLATE,PRES_Exploded_Color,Architectural,PRES_Exploded_Color,View: 3D,View Template,N/A,"Type=3D, Disc=Architectural, Scale=1:100, Detail=Fine, Style=ConsistentColors, Shadows=No, Ambient=No, Silhouettes=Yes, VG=Exploded Color, PhaseFilter=Show Complete, Grids=Yes, Levels=Yes, ViewRange=N/A, Underlay=None, BG=RGB(250,248,255), Workset=ARCH-GEN",None,Discipline: Ascending; View_Type: Ascending; Template_Name: Ascending,Discipline,Count: Yes,"VG_Scheme=Exploded Color, Visual_Style=ConsistentColors, Detail_Level=Fine, Scale=1:100",#1A4B6E,#FFFFFF,#FFFFFF
VIEW_TEMPLATE,PRES_Assembly_Diagram,Architectural,PRES_Assembly_Diagram,View: 3D,View Template,N/A,"Type=3D, Disc=Architectural, Scale=1:50, Detail=Fine, Style=Shading, Shadows=Yes, Ambient=Yes, Silhouettes=Yes, VG=Assembly Diagram, PhaseFilter=Show Complete, Grids=Yes, Levels=Yes, ViewRange=N/A, Underlay=None, BG=RGB(255,255,255), Workset=ARCH-GEN",None,Discipline: Ascending; View_Type: Ascending; Template_Name: Ascending,Discipline,Count: Yes,"VG_Scheme=Assembly Diagram, Visual_Style=Shading, Detail_Level=Fine, Scale=1:50",#1A4B6E,#FFFFFF,#FFFFFF
VIEW_TEMPLATE,PRES_Detail_Materials,Architectural,PRES_Detail_Materials,View: Section,View Template,N/A,"Type=Section, Disc=Architectural, Scale=1:20, Detail=Fine, Style=Realistic, Shadows=Yes, Ambient=Yes, Silhouettes=No, VG=Material Detail, PhaseFilter=Show Complete, Grids=Yes, Levels=Yes, ViewRange=N/A, Underlay=None, BG=RGB(255,255,255), Workset=ARCH-GEN",None,Discipline: Ascending; View_Type: Ascending; Template_Name: Ascending,Discipline,Count: Yes,"VG_Scheme=Material Detail, Visual_Style=Realistic, Detail_Level=Fine, Scale=1:20",#1A4B6E,#FFFFFF,#FFFFFF
VIEW_TEMPLATE,PRES_Detail_Construction,Architectural,PRES_Detail_Construction,View: Section,View Template,N/A,"Type=Section, Disc=Architectural, Scale=1:10, Detail=Fine, Style=HiddenLine, Shadows=No, Ambient=No, Silhouettes=No, VG=Construction Detail, PhaseFilter=Show Complete, Grids=Yes, Levels=Yes, ViewRange=N/A, Underlay=None, BG=RGB(255,255,255), Workset=ARCH-GEN",None,Discipline: Ascending; View_Type: Ascending; Template_Name: Ascending,Discipline,Count: Yes,"VG_Scheme=Construction Detail, Visual_Style=HiddenLine, Detail_Level=Fine, Scale=1:10",#1A4B6E,#FFFFFF,#FFFFFF
VIEW_TEMPLATE,PRES_Wireframe_Structure,Architectural,PRES_Wireframe_Structure,View: 3D,View Template,N/A,"Type=3D, Disc=Architectural, Scale=1:100, Detail=Medium, Style=Wireframe, Shadows=No, Ambient=No, Silhouettes=No, VG=Structural Wireframe, PhaseFilter=Show Complete, Grids=Yes, Levels=Yes, ViewRange=N/A, Underlay=None, BG=RGB(255,255,255), Workset=ARCH-GEN",None,Discipline: Ascending; View_Type: Ascending; Template_Name: Ascending,Discipline,Count: Yes,"VG_Scheme=Structural Wireframe, Visual_Style=Wireframe, Detail_Level=Medium, Scale=1:100",#1A4B6E,#FFFFFF,#FFFFFF
VIEW_TEMPLATE,PRES_Wireframe_Transparent,Architectural,PRES_Wireframe_Transparent,View: 3D,View Template,N/A,"Type=3D, Disc=Architectural, Scale=1:100, Detail=Medium, Style=Wireframe, Shadows=No, Ambient=No, Silhouettes=No, VG=Transparent Wireframe, PhaseFilter=Show Complete, Grids=Yes, Levels=Yes, ViewRange=N/A, Underlay=None, BG=RGB(240,245,255), Workset=ARCH-GEN",None,Discipline: Ascending; View_Type: Ascending; Template_Name: Ascending,Discipline,Count: Yes,"VG_Scheme=Transparent Wireframe, Visual_Style=Wireframe, Detail_Level=Medium, Scale=1:100",#1A4B6E,#FFFFFF,#FFFFFF
LINE_STYLE,Solid Thin,General,Solid Thin,General,Line Style,N/A,"Weight=1, RGB(0,0,0), Pattern=Solid, Disc=General, Use=General visible lines, Std=ISO 128-20",N/A,Discipline: Ascending; Line_Weight: Ascending; Line_Style_Name: Ascending,Discipline,Count: Yes,"Standard=ISO 128-20, Use_Case=General visible lines",#333333,#FFFFFF,#FFFFFF
LINE_STYLE,Solid Medium,General,Solid Medium,General,Line Style,N/A,"Weight=3, RGB(0,0,0), Pattern=Solid, Disc=General, Use=Visible outlines, Std=ISO 128-20",N/A,Discipline: Ascending; Line_Weight: Ascending; Line_Style_Name: Ascending,Discipline,Count: Yes,"Standard=ISO 128-20, Use_Case=Visible outlines",#333333,#FFFFFF,#FFFFFF
LINE_STYLE,Solid Thick,General,Solid Thick,General,Line Style,N/A,"Weight=5, RGB(0,0,0), Pattern=Solid, Disc=General, Use=Emphasized visible lines, Std=ISO 128-20",N/A,Discipline: Ascending; Line_Weight: Ascending; Line_Style_Name: Ascending,Discipline,Count: Yes,"Standard=ISO 128-20, Use_Case=Emphasized visible lines",#333333,#FFFFFF,#FFFFFF
LINE_STYLE,Solid Very Thick,General,Solid Very Thick,General,Line Style,N/A,"Weight=7, RGB(0,0,0), Pattern=Solid, Disc=General, Use=Section cuts, borders, Std=ISO 128-20",N/A,Discipline: Ascending; Line_Weight: Ascending; Line_Style_Name: Ascending,Discipline,Count: Yes,"Standard=ISO 128-20, Use_Case=Section cuts, borders",#333333,#FFFFFF,#FFFFFF
LINE_STYLE,Hidden Thin,General,Hidden Thin,General,Line Style,N/A,"Weight=1, RGB(128,128,128), Pattern=Dash Short, Disc=General, Use=Hidden edges, Std=ISO 128-24",N/A,Discipline: Ascending; Line_Weight: Ascending; Line_Style_Name: Ascending,Discipline,Count: Yes,"Standard=ISO 128-24, Use_Case=Hidden edges",#333333,#FFFFFF,#FFFFFF
LINE_STYLE,Hidden Medium,General,Hidden Medium,General,Line Style,N/A,"Weight=2, RGB(128,128,128), Pattern=Dash, Disc=General, Use=Hidden outlines, Std=ISO 128-24",N/A,Discipline: Ascending; Line_Weight: Ascending; Line_Style_Name: Ascending,Discipline,Count: Yes,"Standard=ISO 128-24, Use_Case=Hidden outlines",#333333,#FFFFFF,#FFFFFF
LINE_STYLE,Hidden Thick,General,Hidden Thick,General,Line Style,N/A,"Weight=3, RGB(96,96,96), Pattern=Dash, Disc=General, Use=Emphasized hidden, Std=ISO 128-24",N/A,Discipline: Ascending; Line_Weight: Ascending; Line_Style_Name: Ascending,Discipline,Count: Yes,"Standard=ISO 128-24, Use_Case=Emphasized hidden",#333333,#FFFFFF,#FFFFFF
LINE_STYLE,Centre Line Thin,General,Centre Line Thin,General,Line Style,N/A,"Weight=1, RGB(255,0,0), Pattern=Dash-Dot, Disc=General, Use=Centre lines, axes, Std=ISO 128-24",N/A,Discipline: Ascending; Line_Weight: Ascending; Line_Style_Name: Ascending,Discipline,Count: Yes,"Standard=ISO 128-24, Use_Case=Centre lines, axes",#333333,#FFFFFF,#FFFFFF
LINE_STYLE,Centre Line Medium,General,Centre Line Medium,General,Line Style,N/A,"Weight=2, RGB(255,0,0), Pattern=Dash-Dot, Disc=General, Use=Symmetry lines, Std=ISO 128-24",N/A,Discipline: Ascending; Line_Weight: Ascending; Line_Style_Name: Ascending,Discipline,Count: Yes,"Standard=ISO 128-24, Use_Case=Symmetry lines",#333333,#FFFFFF,#FFFFFF
LINE_STYLE,Centre Line Thick,General,Centre Line Thick,General,Line Style,N/A,"Weight=3, RGB(220,0,0), Pattern=Dash-Dot Long, Disc=General, Use=Emphasized axes, Std=ISO 128-24",N/A,Discipline: Ascending; Line_Weight: Ascending; Line_Style_Name: Ascending,Discipline,Count: Yes,"Standard=ISO 128-24, Use_Case=Emphasized axes",#333333,#FFFFFF,#FFFFFF
LINE_STYLE,Dimension Line,Annotation,Dimension Line,Annotation,Line Style,N/A,"Weight=1, RGB(0,0,0), Pattern=Solid, Disc=Annotation, Use=Dimension lines, Std=ISO 129",N/A,Discipline: Ascending; Line_Weight: Ascending; Line_Style_Name: Ascending,Discipline,Count: Yes,"Standard=ISO 129, Use_Case=Dimension lines",#333333,#FFFFFF,#FFFFFF
LINE_STYLE,Extension Line,Annotation,Extension Line,Annotation,Line Style,N/A,"Weight=1, RGB(0,0,0), Pattern=Solid, Disc=Annotation, Use=Witness/extension lines, Std=ISO 129",N/A,Discipline: Ascending; Line_Weight: Ascending; Line_Style_Name: Ascending,Discipline,Count: Yes,"Standard=ISO 129, Use_Case=Witness/extension lines",#333333,#FFFFFF,#FFFFFF
LINE_STYLE,Leader Line,Annotation,Leader Line,Annotation,Line Style,N/A,"Weight=1, RGB(0,0,0), Pattern=Solid, Disc=Annotation, Use=Leader lines, Std=ISO 129",N/A,Discipline: Ascending; Line_Weight: Ascending; Line_Style_Name: Ascending,Discipline,Count: Yes,"Standard=ISO 129, Use_Case=Leader lines",#333333,#FFFFFF,#FFFFFF
LINE_STYLE,Cutting Plane,General,Cutting Plane,General,Line Style,N/A,"Weight=6, RGB(0,0,0), Pattern=Dash-Dot Thick, Disc=General, Use=Section cutting planes, Std=ISO 128-40",N/A,Discipline: Ascending; Line_Weight: Ascending; Line_Style_Name: Ascending,Discipline,Count: Yes,"Standard=ISO 128-40, Use_Case=Section cutting planes",#333333,#FFFFFF,#FFFFFF
LINE_STYLE,Section Line,General,Section Line,General,Line Style,N/A,"Weight=5, RGB(0,0,0), Pattern=Solid, Disc=General, Use=Section indicators, Std=ISO 128-40",N/A,Discipline: Ascending; Line_Weight: Ascending; Line_Style_Name: Ascending,Discipline,Count: Yes,"Standard=ISO 128-40, Use_Case=Section indicators",#333333,#FFFFFF,#FFFFFF
LINE_STYLE,Break Line Short,General,Break Line Short,General,Line Style,N/A,"Weight=2, RGB(0,0,0), Pattern=Freehand, Disc=General, Use=Short break lines, Std=ISO 128-40",N/A,Discipline: Ascending; Line_Weight: Ascending; Line_Style_Name: Ascending,Discipline,Count: Yes,"Standard=ISO 128-40, Use_Case=Short break lines",#333333,#FFFFFF,#FFFFFF
LINE_STYLE,Break Line Long,General,Break Line Long,General,Line Style,N/A,"Weight=1, RGB(0,0,0), Pattern=Zigzag, Disc=General, Use=Long break lines, Std=ISO 128-40",N/A,Discipline: Ascending; Line_Weight: Ascending; Line_Style_Name: Ascending,Discipline,Count: Yes,"Standard=ISO 128-40, Use_Case=Long break lines",#333333,#FFFFFF,#FFFFFF
LINE_STYLE,Demolition,Phasing,Demolition,Phasing,Line Style,N/A,"Weight=3, RGB(255,0,0), Pattern=Dash Medium, Disc=Phasing, Use=Elements to demolish, Std=BS 1192",N/A,Discipline: Ascending; Line_Weight: Ascending; Line_Style_Name: Ascending,Discipline,Count: Yes,"Standard=BS 1192, Use_Case=Elements to demolish",#333333,#FFFFFF,#FFFFFF
LINE_STYLE,New Work,Phasing,New Work,Phasing,Line Style,N/A,"Weight=4, RGB(0,0,0), Pattern=Solid, Disc=Phasing, Use=New construction, Std=BS 1192",N/A,Discipline: Ascending; Line_Weight: Ascending; Line_Style_Name: Ascending,Discipline,Count: Yes,"Standard=BS 1192, Use_Case=New construction",#333333,#FFFFFF,#FFFFFF
LINE_STYLE,Existing,Phasing,Existing,Phasing,Line Style,N/A,"Weight=2, RGB(128,128,128), Pattern=Solid, Disc=Phasing, Use=Existing elements, Std=BS 1192",N/A,Discipline: Ascending; Line_Weight: Ascending; Line_Style_Name: Ascending,Discipline,Count: Yes,"Standard=BS 1192, Use_Case=Existing elements",#333333,#FFFFFF,#FFFFFF
LINE_STYLE,Temporary,Phasing,Temporary,Phasing,Line Style,N/A,"Weight=2, RGB(255,255,0), Pattern=Dash-Dot, Disc=Phasing, Use=Temporary works, Std=BS 1192",N/A,Discipline: Ascending; Line_Weight: Ascending; Line_Style_Name: Ascending,Discipline,Count: Yes,"Standard=BS 1192, Use_Case=Temporary works",#333333,#FFFFFF,#FFFFFF
LINE_STYLE,Property Line,Civil,Property Line,Civil,Line Style,N/A,"Weight=4, RGB(255,0,255), Pattern=Dash-Dot-Dot, Disc=Civil, Use=Property boundaries, Std=ISO 128-24",N/A,Discipline: Ascending; Line_Weight: Ascending; Line_Style_Name: Ascending,Discipline,Count: Yes,"Standard=ISO 128-24, Use_Case=Property boundaries",#333333,#FFFFFF,#FFFFFF
LINE_STYLE,Survey Point,Civil,Survey Point,Civil,Line Style,N/A,"Weight=2, RGB(0,255,0), Pattern=Solid, Disc=Civil, Use=Survey control points, Std=ISO 128-24",N/A,Discipline: Ascending; Line_Weight: Ascending; Line_Style_Name: Ascending,Discipline,Count: Yes,"Standard=ISO 128-24, Use_Case=Survey control points",#333333,#FFFFFF,#FFFFFF
LINE_STYLE,Contour Line Major,Civil,Contour Line Major,Civil,Line Style,N/A,"Weight=3, RGB(139,90,43), Pattern=Solid, Disc=Civil, Use=Major contours (5m), Std=ISO 128-24",N/A,Discipline: Ascending; Line_Weight: Ascending; Line_Style_Name: Ascending,Discipline,Count: Yes,"Standard=ISO 128-24, Use_Case=Major contours (5m)",#333333,#FFFFFF,#FFFFFF
