# v5.0 | 20260315 | BIM Template parameter_categories
Parameter Name,Schedule Display Name,Data Type,Type/Instance,Categories,Group,GUID,Description
TAG_3.5NOM_WHITE_BOOL,Tag 3.5Nom White,YESNO,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",TAG_STYLES,d5a1b2c3-3536-4e01-a1c1-350000000036,Tag 3.5Nom White [ISO 19650-3:2020]
TAG_3BOLDITALIC_BLACK_BOOL,Tag 3Bolditalic Black,YESNO,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",TAG_STYLES,d5a1b2c3-3013-4e01-a1c1-300000000013,Tag 3Bolditalic Black [ISO 19650-3:2020]
TAG_3BOLDITALIC_BLUE_BOOL,Tag 3Bolditalic Blue,YESNO,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",TAG_STYLES,d5a1b2c3-3014-4e01-a1c1-300000000014,Tag 3Bolditalic Blue [ISO 19650-3:2020]
TAG_3BOLDITALIC_GREEN_BOOL,Tag 3Bolditalic Green,YESNO,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",TAG_STYLES,d5a1b2c3-3015-4e01-a1c1-300000000015,Tag 3Bolditalic Green [ISO 19650-3:2020]
TAG_3BOLDITALIC_GREY_BOOL,Tag 3Bolditalic Grey,YESNO,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",TAG_STYLES,d5a1b2c3-3019-4e01-a1c1-300000000019,Tag 3Bolditalic Grey [ISO 19650-3:2020]
TAG_3BOLDITALIC_ORANGE_BOOL,Tag 3Bolditalic Orange,YESNO,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",TAG_STYLES,d5a1b2c3-3017-4e01-a1c1-300000000017,Tag 3Bolditalic Orange [ISO 19650-3:2020]
TAG_3BOLDITALIC_PURPLE_BOOL,Tag 3Bolditalic Purple,YESNO,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",TAG_STYLES,d5a1b2c3-3018-4e01-a1c1-300000000018,Tag 3Bolditalic Purple [ISO 19650-3:2020]
TAG_3BOLDITALIC_RED_BOOL,Tag 3Bolditalic Red,YESNO,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",TAG_STYLES,d5a1b2c3-3016-4e01-a1c1-300000000016,Tag 3Bolditalic Red [ISO 19650-3:2020]
TAG_3BOLDITALIC_WHITE_BOOL,Tag 3Bolditalic White,YESNO,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",TAG_STYLES,d5a1b2c3-3020-4e01-a1c1-300000000020,Tag 3Bolditalic White [ISO 19650-3:2020]
TAG_3BOLD_BLACK_BOOL,Tag 3Bold Black,YESNO,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",TAG_STYLES,d5a1b2c3-3005-4e01-a1c1-300000000005,Tag 3Bold Black [ISO 19650-3:2020]
TAG_3BOLD_BLUE_BOOL,Tag 3Bold Blue,YESNO,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",TAG_STYLES,d5a1b2c3-3006-4e01-a1c1-300000000006,Tag 3Bold Blue [ISO 19650-3:2020]
TAG_3BOLD_GREEN_BOOL,Tag 3Bold Green,YESNO,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",TAG_STYLES,d5a1b2c3-3007-4e01-a1c1-300000000007,Tag 3Bold Green [ISO 19650-3:2020]
TAG_3BOLD_GREY_BOOL,Tag 3Bold Grey,YESNO,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",TAG_STYLES,d5a1b2c3-3039-4e01-a1c1-300000000039,Tag 3Bold Grey [ISO 19650-3:2020]
TAG_3BOLD_ORANGE_BOOL,Tag 3Bold Orange,YESNO,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",TAG_STYLES,d5a1b2c3-3037-4e01-a1c1-300000000037,Tag 3Bold Orange [ISO 19650-3:2020]
TAG_3BOLD_PURPLE_BOOL,Tag 3Bold Purple,YESNO,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",TAG_STYLES,d5a1b2c3-3038-4e01-a1c1-300000000038,Tag 3Bold Purple [ISO 19650-3:2020]
TAG_3BOLD_RED_BOOL,Tag 3Bold Red,YESNO,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",TAG_STYLES,d5a1b2c3-3008-4e01-a1c1-300000000008,Tag 3Bold Red [ISO 19650-3:2020]
TAG_3BOLD_WHITE_BOOL,Tag 3Bold White,YESNO,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",TAG_STYLES,d5a1b2c3-3040-4e01-a1c1-300000000040,Tag 3Bold White [ISO 19650-3:2020]
TAG_3ITALIC_BLACK_BOOL,Tag 3Italic Black,YESNO,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",TAG_STYLES,d5a1b2c3-3009-4e01-a1c1-300000000009,Tag 3Italic Black [ISO 19650-3:2020]
TAG_3ITALIC_BLUE_BOOL,Tag 3Italic Blue,YESNO,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",TAG_STYLES,d5a1b2c3-3010-4e01-a1c1-300000000010,Tag 3Italic Blue [ISO 19650-3:2020]
TAG_3ITALIC_GREEN_BOOL,Tag 3Italic Green,YESNO,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",TAG_STYLES,d5a1b2c3-3011-4e01-a1c1-300000000011,Tag 3Italic Green [ISO 19650-3:2020]
TAG_3ITALIC_GREY_BOOL,Tag 3Italic Grey,YESNO,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",TAG_STYLES,d5a1b2c3-3043-4e01-a1c1-300000000043,Tag 3Italic Grey [ISO 19650-3:2020]
TAG_3ITALIC_ORANGE_BOOL,Tag 3Italic Orange,YESNO,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",TAG_STYLES,d5a1b2c3-3041-4e01-a1c1-300000000041,Tag 3Italic Orange [ISO 19650-3:2020]
TAG_3ITALIC_PURPLE_BOOL,Tag 3Italic Purple,YESNO,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",TAG_STYLES,d5a1b2c3-3042-4e01-a1c1-300000000042,Tag 3Italic Purple [ISO 19650-3:2020]
TAG_3ITALIC_RED_BOOL,Tag 3Italic Red,YESNO,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",TAG_STYLES,d5a1b2c3-3012-4e01-a1c1-300000000012,Tag 3Italic Red [ISO 19650-3:2020]
TAG_3ITALIC_WHITE_BOOL,Tag 3Italic White,YESNO,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",TAG_STYLES,d5a1b2c3-3044-4e01-a1c1-300000000044,Tag 3Italic White [ISO 19650-3:2020]
TAG_3NOM_BLACK_BOOL,Tag 3Nom Black,YESNO,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",TAG_STYLES,d5a1b2c3-3001-4e01-a1c1-300000000001,Tag 3Nom Black [ISO 19650-3:2020]
TAG_3NOM_BLUE_BOOL,Tag 3Nom Blue,YESNO,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",TAG_STYLES,d5a1b2c3-3002-4e01-a1c1-300000000002,Tag 3Nom Blue [ISO 19650-3:2020]
TAG_3NOM_GREEN_BOOL,Tag 3Nom Green,YESNO,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",TAG_STYLES,d5a1b2c3-3003-4e01-a1c1-300000000003,Tag 3Nom Green [ISO 19650-3:2020]
TAG_3NOM_GREY_BOOL,Tag 3Nom Grey,YESNO,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",TAG_STYLES,d5a1b2c3-3035-4e01-a1c1-300000000035,Tag 3Nom Grey [ISO 19650-3:2020]
TAG_3NOM_ORANGE_BOOL,Tag 3Nom Orange,YESNO,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",TAG_STYLES,d5a1b2c3-3033-4e01-a1c1-300000000033,Tag 3Nom Orange [ISO 19650-3:2020]
TAG_3NOM_PURPLE_BOOL,Tag 3Nom Purple,YESNO,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",TAG_STYLES,d5a1b2c3-3034-4e01-a1c1-300000000034,Tag 3Nom Purple [ISO 19650-3:2020]
TAG_3NOM_RED_BOOL,Tag 3Nom Red,YESNO,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",TAG_STYLES,d5a1b2c3-3004-4e01-a1c1-300000000004,Tag 3Nom Red [ISO 19650-3:2020]
TAG_3NOM_WHITE_BOOL,Tag 3Nom White,YESNO,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",TAG_STYLES,d5a1b2c3-3036-4e01-a1c1-300000000036,Tag 3Nom White [ISO 19650-3:2020]
TAG_7_SECTION_VISIBLE_A_BOOL,Tag 7 Section Visible A,YESNO,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",STINGTags_ISO19650,a1b2c3d4-0001-5a01-b001-000000000001,Tag 7 Section Visible A [ISO 19650-3:2020]
TAG_7_SECTION_VISIBLE_B_BOOL,Tag 7 Section Visible B,YESNO,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",STINGTags_ISO19650,a1b2c3d4-0001-5a01-b001-000000000002,Tag 7 Section Visible B [ISO 19650-3:2020]
TAG_7_SECTION_VISIBLE_C_BOOL,Tag 7 Section Visible C,YESNO,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",STINGTags_ISO19650,a1b2c3d4-0001-5a01-b001-000000000003,Tag 7 Section Visible C [ISO 19650-3:2020]
TAG_7_SECTION_VISIBLE_D_BOOL,Tag 7 Section Visible D,YESNO,Type,"Air Terminals, Cable Tray Fittings, Cable Trays, Casework, Communication Devices, Conduit Fittings, Conduits, Data Devices, Duct Accessories, Duct Fittings, Ducts, Electrical Equipment, Electrical Fixtures, Fire Alarm Devices, Flex Ducts, Flex Pipes, Furniture, Furniture Systems, Generic Models, Lighting Devices, Lighting Fixtures, Mechanical Equipment, Nurse Call Devices, Parking, Pipe Accessories, Pipe Fittings, Pipes, Planting, Plumbing Equipment, Plumbing Fixtures, Security Devices, Site, Specialty Equipment, Sprinklers, Telephone Devices",STINGTags_ISO19650,a1b2c3d4-0001-5a01-b001-000000000004,Tag 7 Section Visible D [ISO 19650-3:2020]
