param,group,source,categories,desc
WARN_BLE_CW_PANEL_U_VALUE,10,warn-mirror,Walls|Curtain Panels|Curtain Wall Mullions,Warning: U-value thermal transmittance check [HIGH]
WARN_BLE_DOOR_ACOUSTIC,10,warn-mirror,Doors,Warning: Duct-borne sound level limit [MEDIUM]
WARN_BLE_DOOR_HEIGHT_MM,10,warn-mirror,Doors,Warning: Door height accessibility minimum [HIGH]
WARN_BLE_DOOR_HEIGHT_MM_DOORS,17,warn-mirror,Doors,Tag warning: ble door height mm doors
WARN_BLE_DOOR_THRESHOLD_DOORS,17,warn-mirror,Doors,Tag warning: ble door threshold doors
WARN_BLE_DOOR_WIDTH_MM_ACCESSIBILITY,17,warn-mirror,Doors,Tag warning: ble door width mm accessibility
WARN_BLE_ENTOURAGE_LOD_ENTOURAGE,17,warn-mirror,,Tag warning: ble entourage lod entourage
WARN_BLE_ENTOURAGE_SCALE,10,warn-mirror,,Warning: Entourage/planting scale factor check [LOW]
WARN_BLE_FASCIA_FIRE_FASCIA,17,warn-mirror,,Tag warning: ble fascia fire fascia
WARN_BLE_FLOOR_LOAD_KN_M2_FLOORS,17,warn-mirror,Floors,Tag warning: ble floor load kn m2 floors
WARN_BLE_FLOOR_LOAD_KN_M2_SLAB_EDGES,17,warn-mirror,Floors,Tag warning: ble floor load kn m2 slab edges
WARN_BLE_FLOOR_SLIP_RESISTANCE_FLOORS,17,warn-mirror,Floors,Tag warning: ble floor slip resistance floors
WARN_BLE_FLR_LD_CAP_KPA,10,warn-mirror,Floors,Warning: Floor imposed load capacity minimum [CRITICAL]
WARN_BLE_FOOD_DRAINAGE_FOOD_SERVICE,17,warn-mirror,,Tag warning: ble food drainage food service
WARN_BLE_FOOD_VENTILATION_FOOD_SERVICE,17,warn-mirror,,Tag warning: ble food ventilation food service
WARN_BLE_FURNITURE_CLEARANCE_MM,10,warn-mirror,Furniture|Furniture Systems,Warning: Furniture clearance zone minimum [MEDIUM]
WARN_BLE_FURNITURE_CLEARANCE_MM_FURNITURE,17,warn-mirror,Furniture|Furniture Systems,Tag warning: ble furniture clearance mm furniture
WARN_BLE_FURNITURE_FIRE_FURNITURE,17,warn-mirror,Furniture|Furniture Systems,Tag warning: ble furniture fire furniture
WARN_BLE_FURNITURE_FIRE_FURNITURE_SYS,17,warn-mirror,Furniture|Furniture Systems,Tag warning: ble furniture fire furniture sys
WARN_BLE_FURNITURE_STABILITY_FURNITURE,17,warn-mirror,Furniture|Furniture Systems,Tag warning: ble furniture stability furniture
WARN_BLE_FURNITURE_SYS_CABLE_FURNITURE_SYS,17,warn-mirror,Furniture|Furniture Systems,Tag warning: ble furniture sys cable furniture sys
WARN_BLE_FURNITURE_SYS_CLEARANCE_FURNITURE_SYS,17,warn-mirror,Furniture|Furniture Systems,Tag warning: ble furniture sys clearance furniture sys
WARN_BLE_GENERIC_CLEARANCE_MM,10,warn-mirror,,Warning: Generic model clearance zone minimum [LOW]
WARN_BLE_GUTTER_FALL_GUTTERS,17,warn-mirror,,Tag warning: ble gutter fall gutters
WARN_BLE_GUTTER_OVERFLOW_GUTTERS,17,warn-mirror,,Tag warning: ble gutter overflow gutters
WARN_BLE_HEADROOM_MM_NR_ROOMS,17,warn-mirror,Rooms,Tag warning: ble headroom mm nr rooms
WARN_BLE_HEADROOM_MM_NR_VERT_CIRC,17,warn-mirror,Rooms,Tag warning: ble headroom mm nr vert circ
WARN_BLE_MASS_VOLUME_MASS,17,warn-mirror,,Tag warning: ble mass volume mass
WARN_BLE_MEDICAL_CLEARANCE_MEDICAL_EQUIP,17,warn-mirror,,Tag warning: ble medical clearance medical equip
WARN_BLE_MEDICAL_POWER_MEDICAL_EQUIP,17,warn-mirror,,Tag warning: ble medical power medical equip
WARN_BLE_MULLION_DEFLECTION_MULLION,17,warn-mirror,Walls|Curtain Panels|Curtain Wall Mullions,Tag warning: ble mullion deflection mullion
WARN_BLE_MULLION_THERMAL_BREAK_MULLION,17,warn-mirror,Walls|Curtain Panels|Curtain Wall Mullions,Tag warning: ble mullion thermal break mullion
WARN_BLE_PANEL_SIZE_STRUCTURAL_CURTAIN,17,warn-mirror,Walls|Curtain Panels|Curtain Wall Mullions,Tag warning: ble panel size structural curtain
WARN_BLE_PARKING_WIDTH_MM,10,warn-mirror,Parking,Warning: Parking bay width minimum [MEDIUM]
WARN_BLE_PARK_BAY_LENGTH_PARKING,17,warn-mirror,Parking,Tag warning: ble park bay length parking
WARN_BLE_PARK_BAY_WIDTH_PARKING,17,warn-mirror,Parking,Tag warning: ble park bay width parking
WARN_BLE_PARK_BAY_WIDTH_STD_PARKING,17,warn-mirror,Parking,Tag warning: ble park bay width std parking
WARN_BLE_PARK_EV_CHARGING_PARKING,17,warn-mirror,Parking,Tag warning: ble park ev charging parking
WARN_BLE_RAILING_BALUSTER_RAILINGS,17,warn-mirror,Railings,Tag warning: ble railing baluster railings
WARN_BLE_RAILING_GRIP_TOP_RAILS,17,warn-mirror,Railings,Tag warning: ble railing grip top rails
WARN_BLE_RAILING_HEIGHT_MM_HANDRAILS,17,warn-mirror,Railings,Tag warning: ble railing height mm handrails
WARN_BLE_RAILING_HEIGHT_MM_RAILINGS,17,warn-mirror,Railings,Tag warning: ble railing height mm railings
WARN_BLE_RAILING_HEIGHT_MM_TOP_RAILS,17,warn-mirror,Railings,Tag warning: ble railing height mm top rails
WARN_BLE_RAILING_INFILL_HANDRAILS,17,warn-mirror,Railings,Tag warning: ble railing infill handrails
WARN_BLE_RAILING_LOAD_KN_M_RAILINGS,17,warn-mirror,Railings,Tag warning: ble railing load kn m railings
WARN_BLE_RAILING_LOAD_KN_M_TOP_RAILS,17,warn-mirror,Railings,Tag warning: ble railing load kn m top rails
WARN_BLE_RAIL_HEIGHT_MM,10,warn-mirror,Railings,Warning: Railing height minimum [CRITICAL]
WARN_BLE_RAIL_LOAD_KN_M,10,warn-mirror,Railings,Warning: Railing horizontal load resistance minimum [CRITICAL]
WARN_BLE_RAMP_HANDRAIL_RAMPS,17,warn-mirror,Ramps,Tag warning: ble ramp handrail ramps
WARN_BLE_RAMP_LENGTH_MM_RAMPS,17,warn-mirror,Ramps,Tag warning: ble ramp length mm ramps
WARN_BLE_RAMP_SLOPE_PCT_RAMPS,10,warn-mirror,Ramps,Warning: ramp slope >1:12 (8.33%) [Uganda PWD Act 2020]
WARN_BLE_RAMP_WIDTH_MM_RAMPS,17,warn-mirror,Ramps,Tag warning: ble ramp width mm ramps
WARN_BLE_ROOF_DRAINAGE_GUTTERS,17,warn-mirror,Roofs,Tag warning: ble roof drainage gutters
WARN_BLE_ROOF_DRAINAGE_ROOFS,17,warn-mirror,Roofs,Tag warning: ble roof drainage roofs
WARN_BLE_ROOF_MATERIAL_FASCIA,17,warn-mirror,Roofs,Tag warning: ble roof material fascia
WARN_BLE_ROOF_SLOPE,10,warn-mirror,Roofs,Warning: Roof slope minimum for drainage [HIGH]
WARN_BLE_ROOF_SLOPE_DEG_ROOFS,17,warn-mirror,Roofs,Tag warning: ble roof slope deg roofs
WARN_BLE_ROOM_AREA_SQ_M_AREAS,17,warn-mirror,Rooms,Tag warning: ble room area sq m areas
WARN_BLE_ROOM_AREA_SQ_M_MASS,17,warn-mirror,Rooms,Tag warning: ble room area sq m mass
WARN_BLE_ROOM_AREA_SQ_M_ROOMS,17,warn-mirror,Rooms,Tag warning: ble room area sq m rooms
WARN_BLE_ROOM_FIRE_ESCAPE_ROOMS,17,warn-mirror,Rooms,Tag warning: ble room fire escape rooms
WARN_BLE_ROOM_HEIGHT_MM_ROOMS,17,warn-mirror,Rooms,Tag warning: ble room height mm rooms
WARN_BLE_ROOM_OCCUPANCY_SPACES,17,warn-mirror,Rooms,Tag warning: ble room occupancy spaces
WARN_BLE_ROOM_VENTILATION_ROOMS,17,warn-mirror,Rooms,Tag warning: ble room ventilation rooms
WARN_BLE_ROOM_VENTILATION_SPACES,17,warn-mirror,Rooms,Tag warning: ble room ventilation spaces
WARN_BLE_SIGNAGE_HEIGHT_MM,10,warn-mirror,,Warning: Signage mounting height check [LOW]
WARN_BLE_SIGN_ACCESSIBILITY_SIGNAGE,17,warn-mirror,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Stairs|Ramps|Casework|Furniture|Curtain Panels|Railings|Generic Models|Specialty Equipment,Tag warning: ble sign accessibility signage
WARN_BLE_SIGN_FIRE_EXIT_SIGNAGE,17,warn-mirror,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Stairs|Ramps|Casework|Furniture|Curtain Panels|Railings|Generic Models|Specialty Equipment,Tag warning: ble sign fire exit signage
WARN_BLE_SIGN_HEIGHT_MM_SIGNAGE,17,warn-mirror,Walls|Floors|Ceilings|Roofs|Doors|Windows|Columns|Stairs|Ramps|Casework|Furniture|Curtain Panels|Railings|Generic Models|Specialty Equipment,Tag warning: ble sign height mm signage
WARN_BLE_SLAB_EDGE_THERMAL_BRIDGE_SLAB_EDGES,17,warn-mirror,Floors,Tag warning: ble slab edge thermal bridge slab edges
WARN_BLE_SOFFIT_VENTILATION_ROOF_SOFFITS,17,warn-mirror,,Tag warning: ble soffit ventilation roof soffits
WARN_BLE_STAIR_GOING,10,warn-mirror,Stairs|Railings,Warning: Stair individual going minimum [CRITICAL]
WARN_BLE_STAIR_GOING_MM_STAIRS,17,warn-mirror,Stairs|Railings,Tag warning: ble stair going mm stairs
WARN_BLE_STAIR_GOING_MM_STAIR_RUNS,17,warn-mirror,Stairs|Railings,Tag warning: ble stair going mm stair runs
WARN_BLE_STAIR_HEADROOM_MM,10,warn-mirror,Stairs|Railings,Warning: Compliance check: ble stair headroom mm [MEDIUM]
WARN_BLE_STAIR_HEADROOM_MM_STAIRS,17,warn-mirror,Stairs|Railings,Tag warning: ble stair headroom mm stairs
WARN_BLE_STAIR_LANDING_LENGTH_LANDINGS,17,warn-mirror,Stairs|Railings,Tag warning: ble stair landing length landings
WARN_BLE_STAIR_LANDING_SLIP_LANDINGS,17,warn-mirror,Stairs|Railings,Tag warning: ble stair landing slip landings
WARN_BLE_STAIR_NOSING_STAIR_RUNS,17,warn-mirror,Stairs|Railings,Tag warning: ble stair nosing stair runs
WARN_BLE_STAIR_PITCH_DEG_STAIRS,17,warn-mirror,Stairs|Railings,Tag warning: ble stair pitch deg stairs
WARN_BLE_STAIR_RISE,10,warn-mirror,Stairs|Railings,Warning: Stair individual rise limit [CRITICAL]
WARN_BLE_STAIR_RISER_MM_STAIRS,17,warn-mirror,Stairs|Railings,Tag warning: ble stair riser mm stairs
WARN_BLE_STAIR_RISER_MM_STAIR_RUNS,17,warn-mirror,Stairs|Railings,Tag warning: ble stair riser mm stair runs
WARN_BLE_STAIR_SUPPORT_LOAD_STAIR_SUPPORTS,17,warn-mirror,Stairs|Railings,Tag warning: ble stair support load stair supports
WARN_BLE_STAIR_WIDTH_MM,10,warn-mirror,Stairs|Railings,Warning: Stair clear width minimum [CRITICAL]
WARN_BLE_STAIR_WIDTH_MM_LANDINGS,17,warn-mirror,Stairs|Railings,Tag warning: ble stair width mm landings
WARN_BLE_STAIR_WIDTH_MM_STAIRS,17,warn-mirror,Stairs|Railings,Tag warning: ble stair width mm stairs
WARN_BLE_STAIR_WIDTH_MM_STAIR_RUNS,17,warn-mirror,Stairs|Railings,Tag warning: ble stair width mm stair runs
WARN_BLE_STRUCT_FDN_BEARING,10,warn-mirror,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors,Warning: Foundation/soil bearing capacity minimum [CRITICAL]
WARN_BLE_STRUCT_LD_CAP,10,warn-mirror,Structural Framing|Structural Columns|Structural Foundations|Structural Rebar|Floors,Warning: Structural load capacity check [CRITICAL]
WARN_BLE_VERT_CIRC_ACCESSIBILITY_VERT_CIRC,17,warn-mirror,,Tag warning: ble vert circ accessibility vert circ
WARN_BLE_VERT_CIRC_FIRE_VERT_CIRC,17,warn-mirror,,Tag warning: ble vert circ fire vert circ
WARN_BLE_VERT_CIRC_LOAD,10,warn-mirror,,Warning: Vertical circulation structural load check [HIGH]
WARN_BLE_WALL_FIRE_WALL_SWEEPS,17,warn-mirror,Walls|Curtain Panels|Curtain Wall Mullions,Tag warning: ble wall fire wall sweeps
WARN_BLE_WALL_HEIGHT_RATIO,10,warn-mirror,Walls|Curtain Panels|Curtain Wall Mullions,Warning: Height compliance check [MEDIUM]
WARN_BLE_WALL_SLENDERNESS_RATIO_WALLS,17,warn-mirror,Walls|Curtain Panels|Curtain Wall Mullions,Tag warning: ble wall slenderness ratio walls
WARN_BLE_WALL_TYPE_WALL_SWEEPS,17,warn-mirror,Walls|Curtain Panels|Curtain Wall Mullions,Tag warning: ble wall type wall sweeps
WARN_BLE_WINDOW_SAFETY_GLASS_WINDOWS,17,warn-mirror,Windows,Tag warning: ble window safety glass windows
WARN_BLE_WINDOW_SHGC,10,warn-mirror,Windows,Warning: Solar heat gain coefficient limit [HIGH]
WARN_BLE_WINDOW_U_VALUE,10,warn-mirror,Windows,Warning: U-value thermal transmittance check [HIGH]
WARN_BLE_WIN_VENT_AREA_WINDOWS,17,warn-mirror,,Tag warning: ble win vent area windows
WARN_CEQ_CATEGORY_MISSING,17,warn-mirror,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures,Tag warning: medical equipment without CEQ_CATEGORY_TXT - asset category unassigned
WARN_CEQ_DECON_METHOD_MISSING,17,warn-mirror,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures,Tag warning: reusable medical equipment without CEQ_DECON_METHOD_TXT - decontamination method unassigned (HTM 01-01)
WARN_CEQ_ENDO_REPRO_OVERDUE,17,warn-mirror,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures,Tag warning: CEQ_ENDO_LAST_REPRO_DT exceeds AER cycle window (HTM 01-06)
WARN_CEQ_GMDN_MISSING,31,warn-mirror,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures,Warning: Clinical asset missing GMDN classification code [MEDIUM] [COBie healthcare]
WARN_CEQ_IMAGING_STRUCT_LOAD,31,warn-mirror,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures,Warning: Imaging equipment slab load not verified against structural capacity [HIGH] [AISC / BS EN 1991-1-1]
WARN_CEQ_SFG20_REF_MISSING,17,warn-mirror,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures,Tag warning: maintainable asset without CEQ_SFG20_REF_TXT - SFG20 PPM schedule not bound
WARN_CLN_ACOUSTIC_STC_LOW,28,warn-mirror,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures,Warning: Clinical room STC below minimum for use class [MEDIUM] [HTM / BB93]
WARN_CLN_AIIR_NOT_NEGATIVE,28,warn-mirror,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures,Warning: AIIR room not under negative pressure [CRITICAL] [HTM 03-01 / CDC]
WARN_CLN_ANTERM_MISSING,28,warn-mirror,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures,Warning: AIIR or PE room missing linked anteroom ID [HIGH] [HBN 04-01 / CDC]
WARN_CLN_FLOOR_LOAD_INSUFFICIENT,17,warn-mirror,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures,Tag warning: CLN_FLOOR_LOAD_KN_M2_NR less than CLN_EQUIP_WEIGHT_KG_NR / floor area - structural review required
WARN_CLN_HBN_REF_MISSING,17,warn-mirror,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures,Tag warning: clinical room has no CLN_HBN_REF_TXT - HBN reference missing
WARN_CLN_HEPA_GRADE_INVALID,28,warn-mirror,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures,Warning: HEPA grade not H13/H14/U15/U16 [HIGH] [BS EN 1822]
WARN_CLN_INFECT_CLASS_MISSING,17,warn-mirror,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures,Tag warning: clinical room has no CLN_INFECT_CLASS_TXT - infection-control class unassigned (HTM 03-01 / CDC isolation)
WARN_CLN_IOT_STALE,28,warn-mirror,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures,Warning: RTLS or IoT tag last seen > staleness threshold [MEDIUM] [ISO 15686-3]
WARN_CLN_LIGATURE_REQUIRED,17,warn-mirror,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures,Tag warning: mental-health area but CLN_LIGATURE_RES_BOOL = 0 - anti-ligature compliance not certified
WARN_CLN_MRI_ZONE_MISSING,17,warn-mirror,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures,Tag warning: MRI area but CLN_MRI_ZONE_INT = 0 - zone classification missing (ACR / IPEM 75)
WARN_CLN_MRI_ZONE_UNASSIGNED,28,warn-mirror,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures,Warning: Generic model in MRI suite area has no zone classification [HIGH] [IEC 60601-2-33]
WARN_CLN_NOISE_EXCEEDS_TARGET,17,warn-mirror,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures,Tag warning: CLN_NOISE_NR_NR exceeds clinical target for room class (HTM 08-01 / HBN 00)
WARN_CLN_NURSECALL_MISSING,17,warn-mirror,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures,Tag warning: inpatient / care area but CLN_NURSECALL_TYPE_TXT empty - nurse-call type unassigned (HTM 08-03)
WARN_CLN_OR_LOW_ACH,28,warn-mirror,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures,Warning: OR-CONV or OR-HYBRID ACH below 20 minimum [HIGH] [HTM 03-01 / ASHRAE 170]
WARN_CLN_OR_ULTRA_LOW_ACH,28,warn-mirror,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures,Warning: Ultra-clean OR ACH below 300 minimum [HIGH] [HTM 03-01]
WARN_CLN_PE_NOT_POSITIVE,28,warn-mirror,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures,Warning: Protective Environment room not under positive pressure [CRITICAL] [HTM 03-01 / CDC]
WARN_CLN_PRESS_DELTA_LOW,17,warn-mirror,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures,Tag warning: CLN_PRESS_DELTA_DESIGN_PA_NR below HTM 03-01 minimum (5 Pa)
WARN_CLN_PRESS_REGIME_INVALID,28,warn-mirror,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures,Warning: CLN_PRESS_REGIME_TXT not in (NEG / POS / NEUTRAL) [CRITICAL] [HTM 03-01 / ASHRAE 170]
WARN_CLN_PRESS_REGIME_MISSING,17,warn-mirror,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures,Tag warning: clinical room has no CLN_PRESS_REGIME_TXT - pressure regime unassigned (HTM 03-01)
WARN_CLN_RAD_NO_SHIELDING,17,warn-mirror,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures,Tag warning: CLN_RAD_CONTROLLED_BOOL = 1 but no RAD_LEAD_MM_NR or RAD_BARRIER_TYPE_TXT populated (NCRP 147)
WARN_CLN_RDS_INCOMPLETE,28,warn-mirror,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures,Warning: Room Data Sheet mandatory parameters incomplete [HIGH] [HBN / HTM]
WARN_CLN_RF_SHIELD_NO_ZONE,17,warn-mirror,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures,Tag warning: CLN_RF_SHIELD_BOOL = 1 but CLN_MRI_ZONE_INT < 3 - zone inconsistent with shielding
WARN_CLN_RF_SHIELD_UNSPECIFIED,28,warn-mirror,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures,Warning: MRI Faraday cage panel has no RF shielding method specified [MEDIUM] [IEC 60601-2-33]
WARN_CLN_ROOM_CLASS_MISSING,17,warn-mirror,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures,Tag warning: clinical room has no CLN_ROOM_CLASS_TXT - HBN classification unassigned
WARN_CLN_RT60_OUT_OF_RANGE,17,warn-mirror,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures,Tag warning: CLN_RT60_TARGET_S_NR outside HBN reverberation range for room class
WARN_CLN_RTLS_NO_COVERAGE,28,warn-mirror,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures,Warning: Clinical space has no RTLS reader within coverage radius [HIGH] [RTLS design standard]
WARN_CLN_STRUCT_NOT_SIGNED_OFF,17,warn-mirror,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures,Tag warning: clinical equipment room has no CLN_STRUCT_SIGN_OFF_TXT - structural engineer sign-off missing
WARN_CLN_WASTE_ROUTE_UNRESOLVED,28,warn-mirror,Specialty Equipment|Mechanical Equipment|Plumbing Fixtures,Warning: Clinical waste route conflicts with clean corridor [HIGH] [HTM 07-01]
WARN_COM_C_COVERAGE_COMM_DEVICES,17,warn-mirror,Data Devices|Communication Devices|Telephone Devices|Security Devices|Nurse Call Devices,Tag warning: com c coverage comm devices
WARN_COM_C_DATA_RATE_COMM_DEVICES,17,warn-mirror,Data Devices|Communication Devices|Telephone Devices|Security Devices|Nurse Call Devices,Tag warning: com c data rate comm devices
WARN_COM_C_POWER_SUPPLY_COMM_DEVICES,17,warn-mirror,Data Devices|Communication Devices|Telephone Devices|Security Devices|Nurse Call Devices,Tag warning: com c power supply comm devices
WARN_COM_C_PROTOCOL_COMM_DEVICES,17,warn-mirror,Data Devices|Communication Devices|Telephone Devices|Security Devices|Nurse Call Devices,Tag warning: com c protocol comm devices
WARN_COM_DEVICE_COVERAGE,3,warn-mirror,Data Devices|Communication Devices|Telephone Devices|Security Devices|Nurse Call Devices,Warning: Communication device coverage radius [MEDIUM]
WARN_DOOR_FRR,15,warn-mirror,,Warning: Fire resistance rating minimum compliance [CRITICAL]
WARN_ELC_ATS_TIME_EXCEEDED,4,warn-mirror,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Warning: ATS transfer time >10 s for LS/CR branch [CRITICAL] [NFPA 99 §6.4]
WARN_ELC_CDT_BEND_RADIUS_CONDUITS,17,warn-mirror,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Tag warning: elc cdt bend radius conduits
WARN_ELC_CDT_BEND_RADIUS_CONDUIT_FITTINGS,17,warn-mirror,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Tag warning: elc cdt bend radius conduit fittings
WARN_ELC_CDT_CBL_FILL_PCT_CONDUITS,17,warn-mirror,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Tag warning: elc cdt cbl fill pct conduits
WARN_ELC_CDT_EARTHING_CONDUITS,17,warn-mirror,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Tag warning: elc cdt earthing conduits
WARN_ELC_CDT_FILL_RATIO,4,warn-mirror,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Warning: Conduit/tray fill ratio maximum [HIGH]
WARN_ELC_CDT_FIRE_BARRIER_CONDUITS,17,warn-mirror,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Tag warning: elc cdt fire barrier conduits
WARN_ELC_CDT_RUN_LENGTH_CONDUITS,17,warn-mirror,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Tag warning: elc cdt run length conduits
WARN_ELC_CDT_SZ_CONDUIT_FITTINGS,17,warn-mirror,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Tag warning: elc cdt sz conduit fittings
WARN_ELC_CIRCUIT_LOADING_PCT,17,warn-mirror,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Tag warning: electrical circuit loading percentage exceeded
WARN_ELC_CIRCUIT_LOAD_ELECTRICAL_FIX,17,warn-mirror,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Tag warning: elc circuit load electrical fix
WARN_ELC_CONNECTOR_RATING,4,warn-mirror,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Warning: Electrical connector rating check [HIGH]
WARN_ELC_CONN_IP_CONNECTORS,17,warn-mirror,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Tag warning: elc conn ip connectors
WARN_ELC_CONN_RATING_CONNECTORS,17,warn-mirror,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Tag warning: elc conn rating connectors
WARN_ELC_CTR_BEND_RADIUS_CABLE_TRAY_FTGS,17,warn-mirror,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Tag warning: elc ctr bend radius cable tray ftgs
WARN_ELC_CTR_EARTHING_CABLE_TRAYS,17,warn-mirror,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Tag warning: elc ctr earthing cable trays
WARN_ELC_CTR_FILL_PCT_CABLE_TRAYS,17,warn-mirror,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Tag warning: elc ctr fill pct cable trays
WARN_ELC_CTR_FILL_RATIO,4,warn-mirror,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Warning: Conduit/tray fill ratio maximum [HIGH]
WARN_ELC_CTR_FIRE_RATING_CABLE_TRAYS,17,warn-mirror,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Tag warning: elc ctr fire rating cable trays
WARN_ELC_CTR_LOAD_CABLE_TRAYS,17,warn-mirror,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Tag warning: elc ctr load cable trays
WARN_ELC_CTR_MAT_CABLE_TRAY_FTGS,17,warn-mirror,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Tag warning: elc ctr mat cable tray ftgs
WARN_ELC_CTR_SEGREGATION_CABLE_TRAYS,17,warn-mirror,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Tag warning: elc ctr segregation cable trays
WARN_ELC_DISCRIMINATION_ELECTRICAL_EQUI,17,warn-mirror,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Tag warning: elc discrimination electrical equi
WARN_ELC_EARTHING_TYPE,4,warn-mirror,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Warning: Earthing system type compliance [CRITICAL]
WARN_ELC_EARTH_FAULT_ELECTRICAL_EQUI,17,warn-mirror,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Tag warning: elc earth fault electrical equi
WARN_ELC_EES_BRANCH_INVALID,4,warn-mirror,Electrical Equipment|Electrical Fixtures|Cable Trays|Cable Tray Fittings|Conduits|Conduit Fittings|Electrical Circuits,Warning: EES branch designation not LIFE-SAF / CRIT / EQP-BR / NORMAL [CRITICAL] [NFPA 99]
